name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12]
'unknown';0.100000;-7.077186e+00;-2.500852e+01;-7.197631e+00;-1.541797e+01;-1.316493e+01;-9.115088e+00;9.334941e+00;2.494576e+01;-2.094234e+01;-6.100187e+00;-3.130714e+00;5.304668e+00;1.104181e+02;6.917551e-01;3.840971e-01;5.603485e-02;2.247171e+00;-1.889579e+00;2.545677e+00;7.247091e+00;-3.050258e+00;4.652817e+00;4.264233e+00;4.309008e+00;3.587274e+00;-5.761620e-01;3.990533e-01;6.449100e-01;-2.794930e-02;-2.841532e-01;8.750696e-01;-4.720991e-01;-3.093130e-01;-6.507042e-01;1.071253e+00;-1.147598e+00;-3.003880e+00;-2.197880e+00;-1.837998e-02
'unknown';0.110000;-5.556246e+00;-2.902808e+01;-1.219379e+01;-1.620108e+01;-1.760888e+01;-2.481721e+00;2.068946e+01;2.613235e+01;-4.830787e-01;3.008734e+00;-1.192300e+01;8.917307e+00;1.101544e+02;5.503744e-01;1.604497e+00;2.413247e-01;1.380689e+00;1.987097e-01;6.208215e-01;3.959610e+00;-5.622507e+00;3.389050e+00;-1.090677e+00;-4.115628e+00;4.600363e-01;-2.540924e-01;5.661333e-02;9.154789e-01;2.170843e-01;-3.009698e-01;7.089536e-01;-1.440202e+00;-1.744967e+00;2.970162e-01;-1.004858e+00;-2.693458e+00;-2.651980e+00;-2.480149e+00;1.589634e-01
'unknown';0.120000;-4.669814e+00;-2.239897e+01;-6.082470e+00;-1.578399e+01;-1.106675e+01;-1.373037e+00;3.024726e+01;2.390373e+01;-3.034331e+00;-9.973268e+00;-1.446150e+01;1.882823e+00;1.108405e+02;9.328142e-01;2.789610e+00;3.170798e-01;4.696566e-01;-2.611095e-01;-2.281398e+00;1.273000e+00;-4.051602e+00;-6.926621e-01;-4.610078e+00;-5.941390e+00;-2.272593e+00;9.344483e-03;-6.570064e-01;7.335476e-01;-5.579573e-01;1.480190e-01;-5.134581e-01;-1.036479e+00;-2.306470e+00;1.492290e+00;-4.547276e-01;-7.845287e-01;1.542007e-01;-1.101758e+00;5.069191e-02
'unknown';0.130000;-3.975778e+00;-1.920223e+01;-7.406191e+00;-1.627343e+01;-7.934948e+00;-7.089061e+00;1.989829e+01;4.903575e+00;-1.513372e+01;-2.172561e+01;-3.246338e+01;-2.338828e+00;1.111177e+02;5.763030e-02;3.743029e+00;1.057445e+00;1.513434e+00;-1.901325e+00;-3.694489e+00;-1.540231e+00;-1.785586e+00;-9.254829e-01;-3.839531e+00;-5.831435e-01;-2.236356e+00;-2.848053e-03;-1.133563e+00;3.143781e-01;-1.312597e+00;1.069520e+00;-6.867491e-01;5.372740e-01;-7.725930e-01;2.685864e+00;1.606652e+00;1.117598e+00;3.303186e+00;4.999383e-01;-3.964356e-02
'unknown';0.140000;-3.203348e+00;-1.597340e+01;-8.006030e+00;-1.303351e+01;-1.930744e+01;-1.821841e+01;1.609552e+01;1.530214e+01;-1.708033e+01;-1.678341e+01;-2.256747e+01;-4.302301e-01;1.099832e+02;-2.346905e+00;2.982569e+00;-3.141812e+00;2.920893e+00;-3.406851e+00;-4.790612e-01;-1.535339e+00;2.492730e+00;4.536446e+00;1.716016e+00;3.313769e+00;-5.733185e-01;-4.483246e-01;-1.318274e+00;1.844571e-01;-1.293035e+00;1.484461e+00;5.706064e-01;1.804179e+00;1.464719e-01;9.716057e-01;2.115582e+00;7.649381e-01;3.057692e+00;1.217838e+00;-2.249657e-02
'unknown';0.150000;-6.001327e+00;-1.352572e+01;-5.944783e+00;-1.000915e+01;-2.299516e+01;-1.253148e+01;2.006417e+01;2.150522e+01;1.912505e+00;-1.278385e+01;-1.078573e+01;-1.107947e+00;1.105688e+02;-3.477581e+00;3.079908e+00;-4.592214e+00;5.502671e+00;-1.662165e+00;2.406023e+00;1.500814e+00;4.534647e+00;8.807755e+00;1.334265e+00;7.772723e+00;2.110091e+00;-2.234756e-01;-8.495547e-01;1.709543e-01;-9.932609e-01;5.913725e-01;1.322279e+00;1.138138e+00;3.629555e-01;-1.440469e+00;3.149362e-01;-9.521996e-01;6.260194e-01;5.935359e-01;1.091090e-01
'unknown';0.160000;-1.539156e+01;-1.032438e+01;-2.252223e+01;-4.311664e+00;-2.057090e+01;-1.047134e+00;2.248762e+01;2.806656e+01;1.112479e+01;-5.864068e+00;-8.731479e+00;-1.599210e+00;1.088733e+02;-3.890948e+00;4.043456e+00;-3.323264e+00;5.897343e+00;2.472342e+00;3.689242e+00;4.848362e-01;-2.353691e+00;5.018630e+00;-3.372286e+00;5.169138e+00;1.643371e+00;7.175446e-03;1.508332e-01;4.856119e-01;7.762648e-01;-8.902544e-01;9.285910e-01;-6.892296e-01;-1.212459e-01;-2.936652e+00;-1.671506e+00;-1.675542e+00;-1.459263e+00;-7.946123e-01;1.902595e-01
'unknown';0.170000;-1.526958e+01;-6.627203e+00;-2.310916e+01;6.878998e+00;-1.561404e+01;-3.644584e+00;2.420631e+01;2.119460e+01;1.480250e+01;-2.051396e+01;-5.177588e-01;8.796116e+00;1.105553e+02;-3.418121e+00;4.067357e+00;-3.818134e+00;2.982072e+00;1.770473e+00;-8.795170e-02;-7.355415e-01;-6.564719e+00;4.081057e-01;-6.056378e+00;1.619269e+00;-3.770214e-01;3.149467e-01;6.752819e-01;2.106957e-01;1.232698e+00;-2.372420e+00;-2.058523e-01;-1.210633e+00;-7.645952e-01;-2.258493e+00;-2.513373e+00;9.964881e-02;-2.501575e+00;-2.053879e+00;-1.908256e-02
'unknown';0.180000;-1.802396e+01;7.946245e-01;-1.604016e+01;8.009125e+00;-1.063629e+01;-4.215647e+00;1.644863e+01;3.688995e+00;1.567827e+00;-2.977979e+01;-1.855767e+00;2.834593e+00;1.100258e+02;-1.622469e+00;4.916904e+00;3.524721e-01;-2.700788e-01;-4.802157e-01;-2.678222e+00;-1.023391e+00;-6.640849e+00;3.787382e-01;-2.966370e+00;-9.058208e-01;-3.302824e+00;2.337616e-01;9.631964e-01;-5.282134e-01;1.116522e+00;-2.355995e+00;-8.363315e-01;-7.099653e-01;-5.672255e-01;3.433098e-01;-1.775195e+00;1.791528e+00;-1.645401e+00;-1.147544e+00;-1.934996e-01
'unknown';0.190000;-2.177573e+01;1.251564e+00;-2.827649e+01;-1.259184e+00;-1.911010e+01;-1.138698e+01;1.940596e+01;8.704051e-01;8.731512e+00;-3.110789e+01;-6.127236e+00;-5.209956e+00;1.115673e+02;-1.235411e+00;3.696662e+00;-2.665916e-01;-3.275717e+00;-1.215147e+00;-4.634114e-01;-1.568048e+00;-4.614242e+00;-1.439166e+00;1.629552e+00;-1.697671e+00;-5.686206e+00;-4.321815e-01;1.065857e+00;-1.038073e+00;1.432292e+00;-9.031529e-01;1.465034e-01;6.965205e-01;-5.899851e-01;1.665477e+00;-9.013794e-01;2.195713e+00;-2.085161e-01;2.802245e-01;-1.512479e-01
'unknown';0.200000;-2.025083e+01;1.032076e+01;-1.817621e+01;-1.592967e+00;-2.122395e+01;-1.056704e+01;1.977085e+01;5.024409e+00;1.605397e+01;-1.539895e+01;-1.045584e+01;-1.111029e+01;1.095361e+02;-1.663210e-01;1.587736e+00;4.835768e-01;-2.753739e+00;-2.165054e-01;3.271452e-01;-1.935038e+00;-1.612380e+00;-2.933711e+00;1.742389e+00;-1.399399e+00;-1.439756e+00;-5.867584e-01;5.535764e-01;-1.651609e+00;6.977743e-01;5.305266e-01;7.229487e-01;9.623854e-01;-2.423668e-01;2.183365e+00;-1.511569e-01;7.658011e-01;8.922717e-01;1.320481e+00;-1.029608e-01
'unknown';0.210000;-2.033320e+01;7.093043e+00;-2.337409e+01;-4.698544e+00;-1.639595e+01;-2.785942e+00;1.470496e+01;-2.544312e+00;3.635949e-01;-1.955661e+01;-4.706075e+00;-1.266247e+01;1.086393e+02;1.183090e+00;5.415779e-01;3.277772e+00;-2.918632e-01;2.371135e+00;1.891967e+00;-3.229643e+00;-7.515676e-01;-2.442567e+00;2.567805e+00;8.234774e-01;9.256677e-02;-3.103256e-02;1.531513e-01;-1.193897e+00;5.551009e-01;1.392652e+00;8.814262e-02;-6.030747e-02;7.535084e-01;2.368489e+00;1.795196e+00;-7.716008e-02;9.804375e-01;1.064165e+00;-1.712940e-01
'unknown';0.220000;-1.957684e+01;5.812565e+00;-1.607347e+01;-4.039889e+00;-1.307589e+01;-6.880441e+00;9.123936e+00;-2.665548e+00;-8.916768e+00;-2.684348e+01;-9.563341e+00;-6.379275e-01;1.085560e+02;-6.383743e-02;-1.763597e+00;2.069162e+00;8.906271e-01;1.341386e+00;9.560152e-01;-1.404427e+00;2.344639e+00;1.246543e-01;3.935087e-01;2.294964e+00;4.101924e-01;-4.816170e-01;-1.495490e-01;-6.121414e-01;-5.243548e-01;5.379238e-01;-1.109376e+00;-5.563698e-01;1.216300e+00;1.475564e+00;1.973222e+00;-4.354351e-01;3.798198e-01;-2.211571e-01;-2.302002e-01
'unknown';0.230000;-1.619728e+01;6.213551e+00;-1.293900e+01;-1.495039e+00;-1.132845e+01;-3.770447e+00;8.581198e+00;9.575457e-01;9.004045e+00;-1.254660e+01;-2.456101e+00;-9.983305e+00;1.119022e+02;-5.208967e-01;-5.971577e-01;1.716120e+00;1.865360e+00;-1.553380e+00;-1.079384e+00;1.934188e+00;5.249692e+00;6.007632e+00;1.918191e+00;1.357335e+00;-1.290353e+00;-1.341222e+00;-6.494816e-02;-4.049158e-01;-1.691243e+00;-8.475631e-01;-1.340829e+00;-2.293376e-01;1.329208e+00;3.842138e-01;2.826366e-01;-1.228518e+00;-1.026991e+00;-3.550235e-02;-1.261819e-01
'unknown';0.240000;-2.263798e+01;1.942521e+00;-1.304795e+01;1.258416e+00;-1.705077e+01;-5.294716e+00;1.581060e+01;1.499668e+01;1.235701e+01;-1.693642e+01;-1.060123e-01;-1.039892e+01;1.054966e+02;-6.207237e-02;-9.036034e-01;-1.357372e+00;-1.142731e+00;-3.801130e+00;-9.690283e-01;1.564546e+00;2.764808e+00;2.707300e+00;-1.099796e-01;2.327715e-01;-1.854082e+00;-1.082664e+00;8.195750e-01;-6.161211e-02;-1.671584e+00;-1.690440e+00;4.048437e-01;8.314157e-01;4.152396e-01;-1.131947e+00;-1.262346e+00;-5.808650e-01;-1.658132e+00;2.895809e-01;4.999905e-01
'unknown';0.250000;-2.140711e+01;6.042277e+00;-1.630625e+01;1.979101e+00;-2.217541e+01;-8.975723e+00;2.103258e+01;1.487303e+01;1.976486e+01;-1.491919e+01;-2.648063e+00;-1.423374e+01;1.034629e+02;8.574669e-01;-1.912998e+00;-3.465176e+00;-3.512999e+00;-1.761754e+00;1.707801e+00;1.931911e+00;9.594172e-01;-2.320707e+00;-3.323039e+00;-3.280383e+00;1.047192e+00;-3.614182e-01;9.163606e-01;-3.730781e-01;-1.276869e+00;-1.831994e+00;2.366352e+00;1.482284e+00;-5.503687e-01;-1.524902e+00;-1.645273e+00;7.182844e-01;-6.895093e-01;8.092239e-01;8.306965e-01
'unknown';0.260000;-1.728228e+01;1.380186e+00;-2.117670e+01;-1.149062e+01;-2.665806e+01;-9.122944e+00;1.072098e+01;4.200747e+00;-7.606761e-01;-2.620708e+01;-8.303503e+00;-7.783117e+00;1.073624e+02;3.344856e+00;-1.413737e+00;-3.698107e+00;-4.872395e+00;3.469792e+00;3.719501e+00;6.729099e-01;-1.169956e+00;-2.022905e+00;1.097984e-01;-3.676836e+00;6.893246e-01;1.528433e+00;3.823527e-01;-1.436365e-01;-2.121353e-01;-4.995572e-01;2.608849e+00;1.035538e+00;-7.390522e-01;-7.876137e-01;4.465500e-01;2.972670e+00;1.049155e+00;8.567112e-01;5.146651e-01
'unknown';0.270000;-1.458779e+01;-3.070270e+00;-2.620050e+01;-1.268552e+01;-1.533358e+01;6.682672e+00;2.078556e+01;1.115260e+01;3.959355e+00;-2.452646e+01;-1.475927e+01;-6.055244e+00;1.091622e+02;2.357442e+00;-2.207481e+00;-3.497859e+00;-5.429780e+00;6.642917e+00;3.987771e+00;-3.718371e-01;-4.074371e-01;1.463697e-01;5.399724e+00;-1.354075e-01;1.484064e+00;1.506711e+00;-2.902882e-01;1.977645e-01;7.755528e-01;5.680636e-01;9.737638e-01;-1.662412e-02;-7.516864e-01;-3.721474e-01;9.308208e-01;2.977173e+00;2.291321e+00;6.482440e-01;-1.830459e-05
'unknown';0.280000;-9.323359e+00;-5.698921e-01;-2.659136e+01;-1.577125e+01;-3.122725e+00;5.473593e+00;1.929865e+01;1.100712e+01;1.014524e+01;-1.158379e+01;-1.243459e+01;-1.104154e+01;1.102891e+02;1.099703e+00;-1.474544e+00;-2.401707e+00;-2.682127e+00;5.040781e+00;3.068677e+00;-9.788406e-01;-4.898333e-01;3.706511e+00;1.039199e+01;3.906061e+00;2.211039e+00;5.565964e-01;-8.359971e-01;2.241506e-01;1.061360e+00;1.265468e+00;-1.164427e+00;-4.945663e-01;-7.743935e-02;-1.952074e-01;-9.935164e-02;-8.643719e-02;1.267730e+00;7.378809e-01;-4.884540e-01
'unknown';0.290000;-1.359936e+01;-4.020091e+00;-3.108822e+01;-2.302949e+01;-7.284926e-01;3.664862e+00;1.488455e+01;9.432665e+00;1.504375e+01;4.767787e+00;-1.259559e+00;-5.184209e+00;1.095331e+02;5.286021e-01;-8.937721e-01;-2.356119e-01;-1.767815e+00;2.321571e+00;1.950092e+00;-1.000646e+00;-1.241381e+00;-5.313107e-01;6.421730e+00;4.384772e+00;3.527555e+00;1.244087e-01;-3.428631e-01;5.834001e-01;1.202154e+00;1.683388e+00;-1.740546e+00;-5.361694e-01;3.215583e-01;-7.394289e-01;-1.047342e+00;-3.079322e+00;-5.458066e-01;2.335289e-01;-3.721400e-01
'unknown';0.300000;-1.227798e+01;-5.517624e+00;-3.074137e+01;-1.972927e+01;-8.756699e+00;7.729347e+00;8.777280e+00;2.611547e+00;1.222968e+01;1.110574e+01;4.476946e+00;2.836559e+00;1.099599e+02;7.929020e-02;-9.498386e-01;-2.243176e-02;-3.760387e-01;-1.916720e-01;2.265509e+00;6.001175e-01;-1.729021e+00;-2.180823e+00;-8.333905e-01;4.017271e-01;3.356984e+00;-2.226860e-01;7.069927e-02;8.013153e-01;1.039729e+00;1.222013e+00;-6.170004e-01;-3.901913e-01;6.960696e-01;-4.906947e-01;-1.306900e+00;-3.974707e+00;-1.565327e+00;-7.706740e-01;-1.061028e-01
'unknown';0.310000;-1.046747e+01;-5.065265e+00;-2.530355e+01;-1.954559e+01;-9.087405e-01;1.530526e+01;2.104302e+01;9.143475e+00;2.605807e-01;-3.762573e+00;-1.291175e+00;4.643478e+00;1.099488e+02;1.153333e+00;4.471670e-01;1.323274e+00;1.834118e+00;5.564157e-01;1.708508e+00;4.464755e-01;-3.484988e+00;-2.146675e+00;-4.384196e+00;-1.112274e+00;2.078736e+00;3.565216e-02;2.476660e-02;7.151756e-01;7.605157e-01;1.141219e+00;-4.852095e-02;-8.237093e-01;-1.140943e-01;-1.149795e-01;2.486117e-01;-1.852612e+00;-1.896793e-01;-8.193075e-01;-8.573570e-02
'unknown';0.320000;-1.049285e+01;-4.796498e+00;-2.959585e+01;-1.939339e+01;-3.990962e+00;1.098094e+01;1.922001e+01;2.506605e+00;6.632713e+00;-1.148556e+01;-1.041014e+01;8.295318e-01;1.089678e+02;1.140834e+00;1.861563e+00;2.017496e+00;1.626975e+00;2.838356e+00;1.238513e+00;1.777947e+00;-1.821503e+00;-2.020308e+00;-4.078582e+00;-1.172053e+00;-9.179222e-01;7.046051e-02;-2.377353e-01;3.541875e-01;1.093868e+00;9.018860e-01;-2.674959e-02;-1.353831e+00;-9.108816e-01;4.079234e-01;6.024275e-01;6.319056e-01;1.170876e+00;-5.027927e-01;-1.507908e-01
'unknown';0.330000;-8.725258e+00;-2.144819e+00;-2.504461e+01;-1.402683e+01;-3.292827e-01;1.058161e+01;1.189557e+01;-7.939805e+00;7.108860e+00;-5.857546e+00;6.226158e-01;6.212984e+00;1.102074e+02;1.216631e-01;1.276405e+00;2.547003e+00;2.936773e+00;5.639516e-01;-1.654956e+00;-2.160032e+00;-1.770037e+00;6.314906e-01;-1.218736e+00;4.223266e+00;1.568470e+00;-4.508430e-01;-5.675684e-01;-3.364980e-01;5.662621e-01;2.747171e-01;-8.871376e-01;-1.339833e+00;-1.032396e+00;8.907021e-01;1.262614e-01;1.554060e+00;1.089794e+00;-3.375842e-01;-2.698543e-01
'unknown';0.340000;-7.444915e+00;2.329969e+00;-2.078336e+01;-1.435377e+01;5.145355e+00;1.628374e+01;2.224074e+01;2.045669e+00;-1.296000e+00;-8.239688e+00;-2.340214e+00;-2.537806e+00;1.101829e+02;-5.935513e-01;4.064797e-01;4.835044e+00;3.582063e+00;-3.291879e-01;-2.821912e+00;-2.651037e+00;-5.468796e-01;-5.577679e-01;7.434071e-01;3.588338e+00;1.098154e+00;-7.333924e-01;-4.376764e-01;-7.978947e-01;-3.280016e-01;-4.946637e-01;-1.570512e+00;-1.049844e+00;-1.010875e+00;1.065581e-01;2.511135e-01;1.466466e+00;2.231725e-01;2.967253e-01;-1.120223e-01
'unknown';0.350000;-1.138313e+01;-2.246474e+00;-1.697478e+01;-7.381532e+00;-2.657140e+00;4.379076e+00;8.732494e+00;5.237551e-01;7.382390e+00;-1.147919e+01;1.579019e+01;1.416950e+01;1.070871e+02;-8.173159e-01;-5.077810e-01;2.745810e+00;2.230159e+00;-2.295500e+00;-2.960444e+00;-2.501011e+00;3.312105e-01;-2.246638e+00;9.751087e-01;1.956501e+00;-6.172232e-01;-9.116928e-01;-3.412707e-02;-3.904645e-01;-8.888184e-01;-1.576187e+00;-5.366512e-01;-7.791247e-02;8.858259e-02;1.053765e-01;1.209351e-01;1.346066e+00;-1.401862e+00;-7.072305e-01;1.420341e-01
